Geography,Year,Sex,Age,Prevalence Rate,Prevalent Cases,Population,Standard Error,Standard Score,Alberta Rate,Disease,State,Population At-Risk
Z1-SouthZone,2005,FEMALE,65to69,9.9921,458.62590819999997,4589.889159,0.44266000000000005,-2.318,11.018139999999999,Asthama,Alberta,0.0
Z1-SouthZone,2005,FEMALE,70to74,10.325,440.7022627,4268.459888,0.46573000000000003,-2.247,11.371310000000001,Asthama,Alberta,0.0
Z1-SouthZone,2005,FEMALE,75to79,9.8373,383.4499227,3897.9124039999997,0.47702,-3.792,11.64596,Asthama,Alberta,0.0
Z1-SouthZone,2005,FEMALE,80to84,9.5715,307.7032628,3214.802827,0.51888,-4.11,11.70395,Asthama,Alberta,0.0
Z1-SouthZone,2005,FEMALE,85+,9.6697,296.8858146,3070.25678,0.53338,-2.171,10.82761,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,00to39,15.21,11724.96695,77086.15099,0.12935,12.144,13.639420000000001,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,40to44,6.5517,659.6006421,10067.6939,0.2466,0.191,6.504630000000001,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,45to49,5.959,604.6931908,10147.60218,0.235,-1.11,6.2199,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,50to54,5.9246,515.1142793,8694.499541,0.25319,-1.325,6.26016,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,55to59,5.8596,408.1766511,6965.9836510000005,0.2814,-1.881,6.388780000000001,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,60to64,6.316,339.58369419999997,5376.522113,0.33175,-2.239,7.058739999999999,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,65to69,7.1523,306.7831238,4289.272554,0.39348,-3.0180000000000002,8.339889999999999,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,70to74,7.9437,315.44693739999997,3971.035015,0.42913,-3.85,9.59597,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,75to79,9.1924,291.874646,3175.189097,0.51273,-3.3480000000000003,10.90884,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,80to84,10.283,215.9681313,2100.226131,0.66277,-2.415,11.88396,Asthama,Alberta,0.0
Z1-SouthZone,2005,MALE,85+,9.7102,149.8814697,1543.547297,0.75366,-2.371,11.49737,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,00to39,14.520999999999999,21756.20069,149829.6602,0.09102,14.987,13.15654,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,40to44,8.5679,1637.216006,19108.8067,0.20247,1.167,8.33153,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,45to49,7.8842,1595.4108449999999,20235.59603,0.18945,-2.148,8.2911,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,50to54,8.0616,1477.116643,18322.96999,0.20112,-1.463,8.35575,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,55to59,7.9598,1185.269743,14890.665130000001,0.22180999999999998,-2.931,8.60988,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,60to64,8.6269,984.5550941,11412.6775,0.26281,-2.656,9.32478,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,65to69,8.6809,796.1141267999999,9170.89461,0.29401,-3.766,9.788089999999999,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,70to74,9.6983,791.8065482999999,8164.419701999999,0.32752,-3.145,10.72834,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,75to79,9.6173,688.5143607000001,7159.134327,0.34845,-4.696000000000001,11.25375,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,80to84,9.7119,529.8935339999999,5456.104691,0.40089,-5.526,11.927439999999999,Asthama,Alberta,0.0
Z1-SouthZone,2006,BOTH,85+,9.5681,463.9783961,4849.204778,0.42241000000000006,-4.008,11.26107,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,00to39,13.422,9619.353631999998,71666.45572,0.12734,8.344,12.359869999999999,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,40to44,10.299000000000001,962.0108697999999,9340.607275,0.31449,0.596,10.11186,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,45to49,9.7643,969.7837715,9931.904268,0.29785,-1.395,10.179689999999999,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,50to54,9.9909,908.4386923000001,9092.634889,0.31449,-1.149,10.35238,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,55to59,9.7252,724.4827108,7449.5035849999995,0.3433,-2.978,10.74773,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,60to64,10.618,621.810107,5856.175504999999,0.40257,-1.8159999999999998,11.348989999999999,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,65to69,10.370999999999999,489.7852029,4722.748893999999,0.44364,-1.9180000000000001,11.2215,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,70to74,10.964,465.81256500000006,4248.399112,0.47936000000000006,-1.537,11.701080000000001,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,75to79,10.007,392.66731180000005,3924.013982,0.47906000000000004,-3.449,11.65928,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,80to84,9.7426,320.3628002,3288.262998,0.51713,-4.372,12.00329,Asthama,Alberta,0.0
Z1-SouthZone,2006,FEMALE,85+,9.6028,306.82077089999996,3195.111524,0.5212399999999999,-2.7289999999999996,11.0255,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,00to39,15.527999999999999,12136.84705,78163.20449,0.12954000000000002,12.585,13.897329999999998,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,40to44,6.9123,675.2051362999999,9768.199426000001,0.25665,1.136,6.6208100000000005,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,45to49,6.0719,625.627073,10303.69177,0.23526999999999998,-1.739,6.48091,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,50to54,6.1610000000000005,568.6779511,9230.335102,0.25027,-1.1340000000000001,6.4448099999999995,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,55to59,6.1924,460.78703219999994,7441.161543000001,0.2794,-1.196,6.526619999999999,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,60to64,6.5283,362.7449872,5556.501997,0.33139,-2.338,7.302980000000001,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,65to69,6.8867,306.32892400000003,4448.145716,0.37968,-3.6889999999999996,8.28715,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,70to74,8.3246,325.9939833,3916.0205899999996,0.44145,-3.028,9.661489999999999,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,75to79,9.1449,295.847049,3235.120345,0.50678,-3.2110000000000003,10.77203,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,80to84,9.6654,209.53073380000004,2167.841692,0.63463,-3.387,11.81461,Asthama,Alberta,0.0
Z1-SouthZone,2006,MALE,85+,9.5011,157.15762519999998,1654.093254,0.7209899999999999,-3.1289999999999996,11.75727,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,00to39,14.539000000000001,22240.88205,152971.2503,0.09013,16.357,13.06503,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,40to44,8.7225,1626.949451,18652.365680000003,0.2066,1.531,8.406260000000001,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,45to49,8.3129,1712.322211,20598.45361,0.19236,-0.857,8.477789999999999,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,50to54,8.1589,1555.385592,19063.55273,0.19826,-1.7180000000000002,8.49948,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,55to59,8.1498,1266.664628,15542.33475,0.21946,-2.6039999999999996,8.72115,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,60to64,8.7647,1082.82187,12354.3701,0.25440999999999997,-2.4619999999999997,9.391060000000001,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,65to69,8.8315,840.6235937999999,9518.516547,0.29084,-3.846,9.95006,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,70to74,9.5598,782.7082482000001,8187.475233,0.32495999999999997,-3.5189999999999997,10.7035,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,75to79,10.029,738.4325054999999,7362.963343,0.35007,-4.418,11.575619999999999,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,80to84,9.9959,546.0976479,5463.204347999999,0.40581,-4.728,11.91463,Asthama,Alberta,0.0
Z1-SouthZone,2007,BOTH,85+,9.4969,478.5921028,5039.481237,0.41298,-4.842,11.4965,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,00to39,13.449000000000002,9830.573997,73093.88495,0.1262,9.48,12.252889999999999,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,40to44,10.647,967.0239595,9082.868457999999,0.32363000000000003,1.319,10.21976,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,45to49,10.308,1037.520669,10065.18159,0.30308,-0.295,10.3973,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,50to54,10.307,975.8198863,9467.563509,0.31248000000000004,-0.909,10.59113,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,55to59,9.6972,754.7310909,7782.957309,0.33543,-3.324,10.81208,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,60to64,10.947000000000001,692.2419057,6323.779222,0.39261999999999997,-1.27,11.44525,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,65to69,10.405,507.6354291999999,4878.680815,0.43713,-2.637,11.55775,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,70to74,10.880999999999998,466.02514969999993,4282.835551,0.47584,-2.026,11.84507,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,75to79,10.505999999999998,416.3919728,3963.453661,0.48705,-3.299,12.112630000000001,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,80to84,10.202,336.8662199,3302.0605769999997,0.52672,-3.4930000000000003,12.041780000000001,Asthama,Alberta,0.0
Z1-SouthZone,2007,FEMALE,85+,9.3504,308.1748475,3295.840283,0.50713,-3.77,11.262210000000001,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,00to39,15.537,12410.30806,79877.36533,0.12817,13.395999999999999,13.819729999999998,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,40to44,6.8961,659.9254911,9569.497218,0.25903000000000004,0.77,6.69667,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,45to49,6.4064,674.8015419,10533.27202,0.23859,-0.996,6.64405,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,50to54,6.0397,579.5657056,9595.989225,0.24318,-1.974,6.519819999999999,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,55to59,6.5976,511.93353669999993,7759.37744,0.28181,-0.353,6.69712,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,60to64,6.4766,390.57996430000003,6030.590882,0.31692,-2.734,7.343189999999999,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,65to69,7.1767,332.9881645,4639.8357320000005,0.37890999999999997,-2.892,8.27257,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,70to74,8.1104,316.6830986,3904.639681,0.43688,-3.0580000000000003,9.44646,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,75to79,9.4731,322.0405327,3399.509682,0.50226,-2.923,10.941130000000001,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,80to84,9.6815,209.231428,2161.143771,0.6360899999999999,-3.22,11.72996,Asthama,Alberta,0.0
Z1-SouthZone,2007,MALE,85+,9.7736,170.4172553,1743.640953,0.71116,-3.1069999999999998,11.98354,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,00to39,14.597000000000001,22726.99118,155691.5982,0.08947999999999999,17.878,12.997630000000001,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,40to44,8.9504,1623.2893900000001,18136.495880000002,0.21197,1.871,8.55386,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,45to49,8.7983,1819.066207,20675.210880000002,0.19699999999999998,0.9129999999999999,8.61838,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,50to54,8.4619,1663.084703,19653.84877,0.19852,-0.93,8.64653,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,55to59,8.1138,1315.436333,16212.36386,0.21444000000000002,-3.6860000000000004,8.90426,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,60to64,9.1389,1205.224618,13187.84476,0.25093000000000004,-1.216,9.44405,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,65to69,8.8787,890.5378195000001,10030.03615,0.28401,-4.011,10.01791,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,70to74,9.666,795.0212534,8224.889637999999,0.32583,-3.907,10.939060000000001,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,75to79,10.187999999999999,752.3368044,7384.230791,0.35202,-3.77,11.5154,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,80to84,10.048,556.6527582,5540.045263,0.40391,-5.029,12.07891,Asthama,Alberta,0.0
Z1-SouthZone,2008,BOTH,85+,9.4274,488.50630889999996,5181.763773,0.40593,-5.606,11.7032,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,00to39,13.47,10049.85259,74607.53732,0.12499,10.567,12.149460000000001,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,40to44,10.879000000000001,961.5487854,8838.89145,0.33119,1.61,10.34535,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,45to49,10.868,1097.127786,10094.85059,0.30977,1.032,10.54836,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,50to54,10.513,1027.6541710000001,9775.494676999999,0.31022,-0.812,10.764389999999999,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,55to59,9.5661,771.1095867,8060.840641,0.3276,-4.229,10.9517,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,60to64,11.337,770.2427713,6794.2260590000005,0.38463,-0.669,11.593910000000001,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,65to69,10.892000000000001,556.2424795,5106.738038,0.43596,-2.1919999999999997,11.84796,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,70to74,10.729000000000001,460.84375030000007,4295.394655,0.4722,-2.858,12.078510000000001,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,75to79,10.712,424.9152171,3966.904373,0.49101999999999996,-2.9339999999999997,12.15219,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,80to84,10.228,336.22423389999994,3287.398124,0.52849,-3.5869999999999997,12.12316,Asthama,Alberta,0.0
Z1-SouthZone,2008,FEMALE,85+,9.5099,327.2064365,3440.6968369999995,0.50011,-4.272,11.64639,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,00to39,15.635,12677.13859,81084.06089,0.12754000000000001,14.48,13.78775,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,40to44,7.1173,661.7406047000001,9297.604433,0.26665,0.87,6.885269999999999,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,45to49,6.8234,721.9384212,10580.3603,0.24513000000000001,0.156,6.785239999999999,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,50to54,6.4326,635.4305314,9878.354096,0.24684,-0.9179999999999999,6.65919,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,55to59,6.6776,544.3267463999999,8151.523219,0.27649,-0.9359999999999999,6.93633,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,60to64,6.8034,434.9818464,6393.618697,0.31490999999999997,-1.597,7.30625,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,65to69,6.7901,334.29534,4923.298114,0.35854,-3.687,8.11215,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,70to74,8.5043,334.1775031,3929.494983,0.44498999999999994,-2.6430000000000002,9.68042,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,75to79,9.5812,327.4215873,3417.326418,0.5035,-2.347,10.76305,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,80to84,9.7853,220.42852430000002,2252.647139,0.6260100000000001,-3.5639999999999996,12.01619,Asthama,Alberta,0.0
Z1-SouthZone,2008,MALE,85+,9.2644,161.29987240000003,1741.066936,0.69485,-3.679,11.82067,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,00to39,14.630999999999998,23045.41936,157507.6563,0.08905,19.502,12.89458,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,40to44,9.1917,1616.8232150000001,17589.972530000003,0.21784,2.394,8.67027,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,45to49,8.9715,1857.4912329999997,20704.255709999998,0.19860999999999998,1.091,8.75494,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,50to54,8.6947,1749.571152,20122.230369999997,0.19863,-0.373,8.76874,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,55to59,8.369,1409.242655,16838.762069999997,0.2134,-3.255,9.06362,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,60to64,8.9966,1243.028639,13816.63502,0.24343,-1.775,9.4286,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,65to69,8.9965,945.0670428,10504.82163,0.27917,-4.47,10.2444,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,70to74,9.8565,825.8070522,8378.310276999999,0.32565,-3.355,10.949060000000001,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,75to79,10.064,742.01509,7373.073020999999,0.35036999999999996,-4.4510000000000005,11.62337,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,80to84,10.453,585.3118576,5599.605436,0.40885,-3.8939999999999997,12.044839999999999,Asthama,Alberta,0.0
Z1-SouthZone,2009,BOTH,85+,9.9176,530.0733084,5344.766278,0.40885,-4.677,11.8296,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,00to39,13.474,10178.03286,75540.36889,0.12423,11.828,12.00421,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,40to44,11.177,956.3368118999999,8556.652194,0.34062,1.925,10.520719999999999,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,45to49,10.899000000000001,1096.497461,10060.541079999999,0.31069,0.557,10.72603,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,50to54,10.806,1081.67031,10009.84005,0.3103,-0.436,10.94133,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,55to59,9.9287,830.4416774,8364.056524,0.32699,-3.6239999999999997,11.113710000000001,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,60to64,11.286,792.7117989,7023.601054000001,0.37756999999999996,-0.8540000000000001,11.60891,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,65to69,10.948,591.0598317,5398.968933,0.42494,-2.966,12.20803,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,70to74,10.977,482.3024075,4393.7224240000005,0.4716,-2.435,12.1254,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,75to79,10.745,424.0941805,3947.0407259999997,0.49291999999999997,-3.2680000000000002,12.35547,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,80to84,10.719000000000001,350.2672914,3267.640911,0.54118,-2.8310000000000004,12.25152,Asthama,Alberta,0.0
Z1-SouthZone,2009,FEMALE,85+,9.7164,349.34187389999994,3595.4009869999995,0.49395,-4.087,11.73525,Asthama,Alberta,0.0
Z1-SouthZone,2009,MALE,00to39,15.698,12867.38649,81967.28742000001,0.12705999999999998,15.512,13.727179999999999,Asthama,Alberta,0.0
Z1-SouthZone,2009,MALE,40to44,7.3117,660.4864029,9033.320334999999,0.2739,1.308,6.95338,Asthama,Alberta,0.0
Z1-SouthZone,2009,MALE,45to49,7.1497,760.9937715,10643.71462,0.24974000000000002,1.013,6.896710000000001,Asthama,Alberta,0.0
Z1-SouthZone,2009,MALE,50to54,6.6048,667.9008415,10112.39032,0.24698,-0.551,6.74096,Asthama,Alberta,0.0
Z1-SouthZone,2009,MALE,55to59,6.8297,578.8009774,8474.705545,0.27402,-1.013,7.1074600000000006,Asthama,Alberta,0.0
Z1-SouthZone,2009,MALE,60to64,6.6291,450.3168402,6793.033966,0.30186,-2.094,7.26118,Asthama,Alberta,0.0
